"","age","75%","80%","90%","95%","97.5%","99%","99.5%"
"61",58,7.32170709624952,7.62397927547617,8.41963247896721,9.0766966275058,9.64660178577231,10.3092396950119,10.7604490892584
"6",59,7.35783760388255,7.66099877465685,8.45899201808995,9.11798861200214,9.68956987843699,10.3541566256476,10.8066930402595
"2",60,7.38770824932243,7.69160118434104,8.49152060757235,9.15210787400805,9.72506881163371,10.3912597247658,10.8448884625357
"98",61,7.41135938737096,7.71582968108479,8.5172688515075,9.17911115140492,9.7531606433905,10.4206172362145,10.8751078120398
"196",62,7.42884824343624,7.73374431204991,8.53630422459281,9.19907205267727,9.77392430233741,10.4423142744428,10.8974404153245
"13",63,7.44028257079476,7.7454564858773,8.54874775726901,9.2121195541142,9.787495656602,10.4564947208299,10.9120356102247
"92",64,7.44612121367529,7.75143684333117,8.55510114162385,9.21878099052235,9.79442428222537,10.4637340116585,10.9194864420127
"46",65,7.44702713356861,7.75236474185141,8.55608689318557,9.21981451812428,9.79549924841714,10.4648571591663,10.9206423975777
"10",66,7.44367624341894,7.74893254235239,8.55244066788881,9.21599154662963,9.7915229759547,10.4607026411988,10.9163665070698
"23",67,7.43675048708333,7.74183861936683,8.54490408976346,9.20808941624953,9.78330378350987,10.4521147955831,10.9075276348051
"19",68,7.42691201399877,7.73176099226647,8.5341969516731,9.19686241711818,9.7716258824544,10.439912623596,10.8949684715167
"185",69,7.41479600304614,7.71935004012861,8.52100964327423,9.18303398031895,9.75724136238187,10.4248815365426,10.8794971182309
"74",70,7.40103451318599,7.70525298280042,8.50602929152042,9.16732418878265,9.74089889061854,10.4078034372862,10.8619181088531
"58",71,7.38625648908755,7.69011392589172,8.48993990926986,9.15045001146204,9.72334402061426,10.389457114932,10.8430328636114
"226",72,7.37108768331123,7.67457380785504,8.47342240790201,9.13312537006952,9.70531930562234,10.3706184130872,10.8236398944818
"4",73,7.35615168155217,7.65927146479141,8.45715576626056,9.11606239401856,9.68756562823165,10.3520616461209,10.8045362805032
"43",74,7.34206760977856,7.6448412833629,8.44181454083062,9.09996881272749,9.67081949043287,10.3345567703573,10.7865147580269
"76",75,7.32945015967842,7.63191321595138,8.42806885381716,9.0855479213345,9.65581295993656,10.3188693078403,10.770363629124
"11",76,7.31870815286691,7.62090635128967,8.41636481948035,9.07326815224674,9.64303382681396,10.3055095561092,10.7566085173222
"359",77,7.30902803822775,7.61098723693058,8.40581660027512,9.06220040740113,9.63151547095425,10.2934672675636,10.7442094677967
"42",78,7.29914550282606,7.60086038625951,8.39504665295112,9.05089937976118,9.61975381034234,10.281170021574,10.7315475261708
"1",79,7.28780224538239,7.5892363048414,8.38268337517211,9.03792566086871,9.60625062482145,10.267051216674,10.7170095281591
"40",80,7.27379278650245,7.57487942792816,8.36741201029028,9.02189909603822,9.58956903666146,10.2496080223357,10.6990477340584
"29",81,7.25664489832217,7.5573054059713,8.34871630156319,9.00227707901577,9.56914358533685,10.2282484050039,10.6770520159657
"102",82,7.23647859568122,7.53663670658429,8.32672517289586,8.97919386542343,9.54511315093902,10.2031166217149,10.6511702922354
"28",83,7.21343336650047,7.51301569111543,8.30158854918998,8.95280562627579,9.51763932205404,10.1743805601524,10.6215747397898
"240",84,7.18765193493185,7.48658798853765,8.27345970560717,8.92327195108907,9.48688716495906,10.1422116545118,10.5884411289245
"93",85,7.15937805424775,7.45760276636584,8.24260206125309,8.89086802817858,9.45314207600356,10.1069071701882,10.5520748070128
"7",86,7.12902470541535,7.42648271963624,8.20946388093414,8.85606323830826,9.41689175089554,10.0689760979704,10.5129992652819
"3",87,7.09701711538418,7.39366321172753,8.17450720955281,8.81934166044346,9.37863937986386,10.028943849061,10.4717550458411
"151",88,7.06377483403675,7.35957392894924,8.13818841493669,8.78118169646996,9.33888247605373,9.98733015757459,10.428877013708
"272",89,7.02966151317704,7.32458739154815,8.10090336121081,8.74199848829032,9.29805290196478,9.94458632731834,10.3848297108408
"109",90,6.99484492383809,7.28887534637493,8.06283426053568,8.70198289049857,9.25634900821323,9.90091942465424,10.3398261384058
"158",91,6.95944454271081,7.25256006603583,8.02411074504037,8.66127061284475,9.21391177597892,9.8564765599385,10.2940175802934
"1417",92,6.92357786548771,7.21576184213867,7.98486046585543,8.61999538408032,9.17088020544306,9.81140286252865,10.2475533393953
"30",93,6.88735780163569,7.17859631398813,7.94520624787632,8.57828596308562,9.12738820233293,9.7658382224738,10.200577380659
"1028",94,6.85087164321609,7.14115288412123,7.90524304892051,8.53624189532458,9.08353929121161,9.71989079089968,10.1532010055712
"12423",95,6.81419224472175,7.10350617882284,7.86505015905639,8.49394632229854,9.03941995412411,9.67365093395533,10.1055172250801
"3927",96,6.77739094495095,7.06572930523684,7.82470534013946,8.45148084980421,8.99511513091288,9.62720746803186,10.0576174952315
"10960",97,6.74053734254514,7.02789362118241,7.78428458056861,8.40892529025309,8.95070795075011,9.5806473787525,10.0095914276179
"596",98,6.70368926354227,6.99005843317778,7.74385108384285,8.36634606533821,8.90626762663215,9.53404312460702,9.96151369067995
"11544",100,6.63018689909491,6.91457138227213,7.66313985999974,8.28132062931333,8.8175002549352,9.44092494401796,9.86543291797637
